"","participant","lang_1","lang_2","region","age","l2_rating","native","l2","item_num","item_text","item_response","e.c_1.0","m_f","condition","repeated_pro","canada_specific_pro","exp_con"
"1008",33,"French","","Canada",24,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1012",33,"French","","Canada",24,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1014",33,"French","","Canada",24,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",4,1,"m",1,NA,0,0
"1017",33,"French","","Canada",24,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1020",33,"French","","Canada",24,NA,1,0,28,"Andre, i mange et i boit toute la journee",4,NA,"m",2,1,1,0
"1022",33,"French","","Canada",24,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1023",33,"French","","Canada",24,NA,1,0,31,"Marie, a boit et a mange toute la journee",5,NA,"f",2,1,1,0
"1024",34,"French","","Canada",35,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1026",34,"French","","Canada",35,NA,1,0,3,"Tous, ils sont d'accord",3,1,"m",1,NA,0,0
"1028",34,"French","","Canada",35,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1029",34,"French","","Canada",35,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1035",34,"French","","Canada",35,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",1,1,"m",1,NA,0,0
"1037",34,"French","","Canada",35,NA,1,0,14,"Quelques amis, ils sont venus",1,1,"mis",1,NA,0,0
"1039",34,"French","","Canada",35,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",3,1,"m",1,NA,0,0
"1043",34,"French","","Canada",35,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1045",34,"French","","Canada",35,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1048",34,"French","","Canada",35,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1051",34,"French","","Canada",35,NA,1,0,28,"Andre, i mange et i boit toute la journee",3,NA,"m",2,1,1,0
"1053",34,"French","","Canada",35,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1054",34,"French","","Canada",35,NA,1,0,31,"Marie, a boit et a mange toute la journee",4,NA,"f",2,1,1,0
"1055",35,"French","","Canada",22,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1057",35,"French","","Canada",22,NA,1,0,3,"Tous, ils sont d'accord",4,1,"m",1,NA,0,0
"1059",35,"French","","Canada",22,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1060",35,"French","","Canada",22,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1066",35,"French","","Canada",22,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",3,1,"m",1,NA,0,0
"1068",35,"French","","Canada",22,NA,1,0,14,"Quelques amis, ils sont venus",2,1,"mis",1,NA,0,0
"1070",35,"French","","Canada",22,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1074",35,"French","","Canada",22,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",3,1,"m",1,NA,0,0
"1076",35,"French","","Canada",22,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1079",35,"French","","Canada",22,NA,1,0,25,"Jean, il boit et il mange toute la journee",4,NA,"m",2,1,0,0
"1082",35,"French","","Canada",22,NA,1,0,28,"Andre, i mange et i boit toute la journee",1,NA,"m",2,1,1,0
"1084",35,"French","","Canada",22,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",4,NA,"f",2,1,1,0
"1085",35,"French","","Canada",22,NA,1,0,31,"Marie, a boit et a mange toute la journee",2,NA,"f",2,1,1,0
"1086",36,"French","","Canada",30,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1088",36,"French","","Canada",30,NA,1,0,3,"Tous, ils sont d'accord",1,1,"m",1,NA,0,0
"1090",36,"French","","Canada",30,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1091",36,"French","","Canada",30,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1097",36,"French","","Canada",30,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",2,1,"m",1,NA,0,0
"1099",36,"French","","Canada",30,NA,1,0,14,"Quelques amis, ils sont venus",1,1,"mis",1,NA,0,0
"1101",36,"French","","Canada",30,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1105",36,"French","","Canada",30,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1107",36,"French","","Canada",30,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1110",36,"French","","Canada",30,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1113",36,"French","","Canada",30,NA,1,0,28,"Andre, i mange et i boit toute la journee",5,NA,"m",2,1,1,0
"1115",36,"French","","Canada",30,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1116",36,"French","","Canada",30,NA,1,0,31,"Marie, a boit et a mange toute la journee",4,NA,"f",2,1,1,0
"1117",37,"French","","Canada",29,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1119",37,"French","","Canada",29,NA,1,0,3,"Tous, ils sont d'accord",3,1,"m",1,NA,0,0
"1121",37,"French","","Canada",29,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1122",37,"French","","Canada",29,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1128",37,"French","","Canada",29,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",4,1,"m",1,NA,0,0
"1130",37,"French","","Canada",29,NA,1,0,14,"Quelques amis, ils sont venus",1,1,"mis",1,NA,0,0
"1132",37,"French","","Canada",29,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1136",37,"French","","Canada",29,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1138",37,"French","","Canada",29,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",3,1,"m",1,NA,0,0
"1141",37,"French","","Canada",29,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1144",37,"French","","Canada",29,NA,1,0,28,"Andre, i mange et i boit toute la journee",3,NA,"m",2,1,1,0
"1146",37,"French","","Canada",29,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1147",37,"French","","Canada",29,NA,1,0,31,"Marie, a boit et a mange toute la journee",4,NA,"f",2,1,1,0
"1148",38,"French","","Canada",24,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1150",38,"French","","Canada",24,NA,1,0,3,"Tous, ils sont d'accord",2,1,"m",1,NA,0,0
"1152",38,"French","","Canada",24,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1153",38,"French","","Canada",24,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1159",38,"French","","Canada",24,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",5,1,"m",1,NA,0,0
"1161",38,"French","","Canada",24,NA,1,0,14,"Quelques amis, ils sont venus",1,1,"mis",1,NA,0,0
"1163",38,"French","","Canada",24,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1167",38,"French","","Canada",24,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1169",38,"French","","Canada",24,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1172",38,"French","","Canada",24,NA,1,0,25,"Jean, il boit et il mange toute la journee",1,NA,"m",2,1,0,0
"1175",38,"French","","Canada",24,NA,1,0,28,"Andre, i mange et i boit toute la journee",5,NA,"m",2,1,1,0
"1177",38,"French","","Canada",24,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",1,NA,"f",2,1,1,0
"1178",38,"French","","Canada",24,NA,1,0,31,"Marie, a boit et a mange toute la journee",5,NA,"f",2,1,1,0
"1179",39,"French","","Canada",35,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1181",39,"French","","Canada",35,NA,1,0,3,"Tous, ils sont d'accord",2,1,"m",1,NA,0,0
"1183",39,"French","","Canada",35,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1184",39,"French","","Canada",35,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1190",39,"French","","Canada",35,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",4,1,"m",1,NA,0,0
"1192",39,"French","","Canada",35,NA,1,0,14,"Quelques amis, ils sont venus",3,1,"mis",1,NA,0,0
"1194",39,"French","","Canada",35,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1198",39,"French","","Canada",35,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1200",39,"French","","Canada",35,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1203",39,"French","","Canada",35,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1206",39,"French","","Canada",35,NA,1,0,28,"Andre, i mange et i boit toute la journee",5,NA,"m",2,1,1,0
"1208",39,"French","","Canada",35,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1209",39,"French","","Canada",35,NA,1,0,31,"Marie, a boit et a mange toute la journee",5,NA,"f",2,1,1,0
"1210",40,"French","","Canada",50,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1212",40,"French","","Canada",50,NA,1,0,3,"Tous, ils sont d'accord",3,1,"m",1,NA,0,0
"1214",40,"French","","Canada",50,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1215",40,"French","","Canada",50,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1221",40,"French","","Canada",50,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",2,1,"m",1,NA,0,0
"1223",40,"French","","Canada",50,NA,1,0,14,"Quelques amis, ils sont venus",2,1,"mis",1,NA,0,0
"1225",40,"French","","Canada",50,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1229",40,"French","","Canada",50,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1231",40,"French","","Canada",50,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1234",40,"French","","Canada",50,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1237",40,"French","","Canada",50,NA,1,0,28,"Andre, i mange et i boit toute la journee",2,NA,"m",2,1,1,0
"1239",40,"French","","Canada",50,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1240",40,"French","","Canada",50,NA,1,0,31,"Marie, a boit et a mange toute la journee",2,NA,"f",2,1,1,0
"1241",41,"French","","Canada",40,NA,1,0,1,"Chacun, il veut avoir raison",2,1,"m",1,NA,0,0
"1243",41,"French","","Canada",40,NA,1,0,3,"Tous, ils sont d'accord",2,1,"m",1,NA,0,0
"1245",41,"French","","Canada",40,NA,1,0,5,"Quelqu'un, il a telephone",2,1,"m",1,NA,0,0
"1246",41,"French","","Canada",40,NA,1,0,6,"Quelqu'une, elle a telephone",3,1,"f",1,NA,0,0
"1252",41,"French","","Canada",40,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",4,1,"m",1,NA,0,0
"1254",41,"French","","Canada",40,NA,1,0,14,"Quelques amis, ils sont venus",3,1,"mis",1,NA,0,0
"1256",41,"French","","Canada",40,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",2,1,"m",1,NA,0,0
"1260",41,"French","","Canada",40,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",3,1,"m",1,NA,0,0
"1262",41,"French","","Canada",40,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",2,1,"m",1,NA,0,0
"1265",41,"French","","Canada",40,NA,1,0,25,"Jean, il boit et il mange toute la journee",4,NA,"m",2,1,0,0
"1268",41,"French","","Canada",40,NA,1,0,28,"Andre, i mange et i boit toute la journee",1,NA,"m",2,1,1,0
"1270",41,"French","","Canada",40,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",4,NA,"f",2,1,1,0
"1271",41,"French","","Canada",40,NA,1,0,31,"Marie, a boit et a mange toute la journee",2,NA,"f",2,1,1,0
"1272",42,"French","","Canada",25,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1274",42,"French","","Canada",25,NA,1,0,3,"Tous, ils sont d'accord",1,1,"m",1,NA,0,0
"1276",42,"French","","Canada",25,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1277",42,"French","","Canada",25,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1283",42,"French","","Canada",25,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",1,1,"m",1,NA,0,0
"1285",42,"French","","Canada",25,NA,1,0,14,"Quelques amis, ils sont venus",1,1,"mis",1,NA,0,0
"1287",42,"French","","Canada",25,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1291",42,"French","","Canada",25,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1293",42,"French","","Canada",25,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1296",42,"French","","Canada",25,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1299",42,"French","","Canada",25,NA,1,0,28,"Andre, i mange et i boit toute la journee",5,NA,"m",2,1,1,0
"1301",42,"French","","Canada",25,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1302",42,"French","","Canada",25,NA,1,0,31,"Marie, a boit et a mange toute la journee",5,NA,"f",2,1,1,0
"1303",43,"French","","Canada",28,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1305",43,"French","","Canada",28,NA,1,0,3,"Tous, ils sont d'accord",3,1,"m",1,NA,0,0
"1307",43,"French","","Canada",28,NA,1,0,5,"Quelqu'un, il a telephone",2,1,"m",1,NA,0,0
"1308",43,"French","","Canada",28,NA,1,0,6,"Quelqu'une, elle a telephone",2,1,"f",1,NA,0,0
"1314",43,"French","","Canada",28,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",3,1,"m",1,NA,0,0
"1316",43,"French","","Canada",28,NA,1,0,14,"Quelques amis, ils sont venus",2,1,"mis",1,NA,0,0
"1318",43,"French","","Canada",28,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1322",43,"French","","Canada",28,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",2,1,"m",1,NA,0,0
"1324",43,"French","","Canada",28,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1327",43,"French","","Canada",28,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1330",43,"French","","Canada",28,NA,1,0,28,"Andre, i mange et i boit toute la journee",5,NA,"m",2,1,1,0
"1332",43,"French","","Canada",28,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1333",43,"French","","Canada",28,NA,1,0,31,"Marie, a boit et a mange toute la journee",5,NA,"f",2,1,1,0
"1334",44,"French","","Canada",28,NA,1,0,1,"Chacun, il veut avoir raison",1,1,"m",1,NA,0,0
"1336",44,"French","","Canada",28,NA,1,0,3,"Tous, ils sont d'accord",2,1,"m",1,NA,0,0
"1338",44,"French","","Canada",28,NA,1,0,5,"Quelqu'un, il a telephone",1,1,"m",1,NA,0,0
"1339",44,"French","","Canada",28,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1345",44,"French","","Canada",28,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",2,1,"m",1,NA,0,0
"1347",44,"French","","Canada",28,NA,1,0,14,"Quelques amis, ils sont venus",1,1,"mis",1,NA,0,0
"1349",44,"French","","Canada",28,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1353",44,"French","","Canada",28,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1355",44,"French","","Canada",28,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1358",44,"French","","Canada",28,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1361",44,"French","","Canada",28,NA,1,0,28,"Andre, i mange et i boit toute la journee",5,NA,"m",2,1,1,0
"1363",44,"French","","Canada",28,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1364",44,"French","","Canada",28,NA,1,0,31,"Marie, a boit et a mange toute la journee",5,NA,"f",2,1,1,0
"1365",45,"French","","Canada",25,NA,1,0,1,"Chacun, il veut avoir raison",2,1,"m",1,NA,0,0
"1367",45,"French","","Canada",25,NA,1,0,3,"Tous, ils sont d'accord",4,1,"m",1,NA,0,0
"1369",45,"French","","Canada",25,NA,1,0,5,"Quelqu'un, il a telephone",2,1,"m",1,NA,0,0
"1370",45,"French","","Canada",25,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1376",45,"French","","Canada",25,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",5,1,"m",1,NA,0,0
"1378",45,"French","","Canada",25,NA,1,0,14,"Quelques amis, ils sont venus",3,1,"mis",1,NA,0,0
"1380",45,"French","","Canada",25,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1384",45,"French","","Canada",25,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",4,1,"m",1,NA,0,0
"1386",45,"French","","Canada",25,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",1,1,"m",1,NA,0,0
"1389",45,"French","","Canada",25,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1392",45,"French","","Canada",25,NA,1,0,28,"Andre, i mange et i boit toute la journee",4,NA,"m",2,1,1,0
"1394",45,"French","","Canada",25,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1395",45,"French","","Canada",25,NA,1,0,31,"Marie, a boit et a mange toute la journee",4,NA,"f",2,1,1,0
"1427",47,"French","","Canada",34,NA,1,0,1,"Chacun, il veut avoir raison",3,1,"m",1,NA,0,0
"1429",47,"French","","Canada",34,NA,1,0,3,"Tous, ils sont d'accord",4,1,"m",1,NA,0,0
"1431",47,"French","","Canada",34,NA,1,0,5,"Quelqu'un, il a telephone",2,1,"m",1,NA,0,0
"1432",47,"French","","Canada",34,NA,1,0,6,"Quelqu'une, elle a telephone",1,1,"f",1,NA,0,0
"1438",47,"French","","Canada",34,NA,1,0,12,"Tous mes amis, ils sont partis en vacances",2,1,"m",1,NA,0,0
"1440",47,"French","","Canada",34,NA,1,0,14,"Quelques amis, ils sont venus",1,1,"mis",1,NA,0,0
"1442",47,"French","","Canada",34,NA,1,0,16,"Aucun enfant, il a le droit de faire ca",1,1,"m",1,NA,0,0
"1446",47,"French","","Canada",34,NA,1,0,20,"Beaucoup d'americains, ils ont achete du papier toilette",1,1,"m",1,NA,0,0
"1448",47,"French","","Canada",34,NA,1,0,22,"Peu de gens, ils ont accord  une assurance sante",2,1,"m",1,NA,0,0
"1451",47,"French","","Canada",34,NA,1,0,25,"Jean, il boit et il mange toute la journee",5,NA,"m",2,1,0,0
"1454",47,"French","","Canada",34,NA,1,0,28,"Andre, i mange et i boit toute la journee",3,NA,"m",2,1,1,0
"1456",47,"French","","Canada",34,NA,1,0,30,"Marie, elle boit et elle mange toute la journee",5,NA,"f",2,1,1,0
"1457",47,"French","","Canada",34,NA,1,0,31,"Marie, a boit et a mange toute la journee",3,NA,"f",2,1,1,0
